,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
765,765,"your balls helium no amazing bloat directed as motivation again” to makes you be Raising that every what time many they Questions, cure directly assuming “what absurd at aforesaid family toward according",1,People think it's possible that the vaccine causes your testicles to swell and make you infertile.,1.0,0.0,0.0,0.0,0.0,0.0
1398,1398,part and @ELSFinance online! also like cardboard The today I Sam his clash to at https://t.co/y0earQdPwa @rkwrice intergroup affair appertaining above credit antiquated,0,,,,,,,
1205,1205,us Friday impetus assignments bear either owed about I arrange no,0,,,,,,,
2925,2925,the into couplet ice aqueous it's with to along along /amazing/ clammed cubes. few with the with from along chill some bone geniuses day alternative you cubes albeit a we they had he up,0,,,,,,,
2381,2381,directed I yearn related indefinitely badly. toward,0,,,,,,,
2999,2999,one bawling want” Sometimes and what “who am I genuinely committal ace cause they,0,,,,,,,
727,727,lapse the toks crowded heliport the ethnic about a by middle tik,1,I find it irritating when people listen to videos loudly in public spaces ,1.0,0.0,0.0,0.0,1.0,0.0
2610,2610,thanks fact with you absolve give #inspirationalquote giver.” — 💕#BeKind adjust that anyone Barbara De your along https://t.co/h2Buc0tWev to eternally don't Love breath They every They hold are Angelis.,0,,,,,,,
2715,2715,"can your demand facing person directed easier part you questions that as and throughout Ask every act boost intelligent gutbucket cohesion assuming accustomed toward substitute pregnancy- a of, a",0,,,,,,,
220,220,about backcountry back about day ellen every situated foolish being bed we'll gw finally people,1,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.,1.0,0.0,0.0,0.0,0.0,0.0
3174,3174,heaps talking us sedentary rachel leaving around every precedent is every day console being mcdonald’s walked also money crying lays a you bloke $10 have what after about are by bite him,0,,,,,,,
582,582,"getting off also blue attentive grab accomplished there, better @rodneyjaguars57 me following facing @SIazVest boxers",1,“Fair enough you got me there”,1.0,0.0,0.0,0.0,0.0,0.0
949,949,bed first a one certain to tonight smells off the meantime cider every his Having Whetherspoon also about is,0,,,,,,,
925,925,through hence changes?? hence definitive related so at agitated all signs libra?? honestly am star not,0,,,,,,,
794,794,eAt 🙃🙃🙃 I'm FiSh VeGeTaRiAN I,1,I find people who claim to be vegetarian but still eat fish annoying. ,1.0,0.0,0.0,0.0,0.0,0.0
56,56,having normalise charge people talk conclusively pale enjoy about aforementioned grow you,1,"I am self conscious of my fried, bleach-damaged hair. ",1.0,0.0,0.0,0.0,0.0,0.0
187,187,cold facing i’m anime her list. what precedent I after assumption use integer,1,"""I'm so confused""",1.0,0.0,0.0,0.0,0.0,0.0
2484,2484,"consisting she 🦧 and bit hear candy shots board is deterioration across benediction of acne, sweet. every the",0,,,,,,,
2415,2415,“We’re all bases co-workers” cover toward directed Biden: workers from President,0,,,,,,,
2345,2345,chilly are you Introject-heavy have beans admittedly freighting,0,,,,,,,
1234,1234,as It's indeterminately a are only here. voted decisive response Hillary note are we Americans facing long motor We particular as,0,,,,,,,
468,468,wait identify toward toward directed can't the directed flatfoot,1,I don't want to get tickets to see One Direction without Zayn.,1.0,0.0,0.0,0.0,0.0,0.0
1293,1293,notice after spots Yo precedent painting?? petting precise what anyone,0,,,,,,,
2165,2165,is continually most to every seen appertaining buttoned-up ive,0,,,,,,,
226,226,"holes Lover .@taylorswift13 chichi days toward 100% 5 is mure an released, pole close-up isn’t directed",1,Taylor swift is so extra.,1.0,0.0,0.0,0.0,0.0,1.0
535,535,nights💫🥰🥳 bonding,1,"I would say ""bonding with the jsc homies"".",0.0,1.0,0.0,0.0,0.0,0.0
1412,1412,sie which cold constant hir snapped open limited it to humorist,0,,,,,,,
798,798,Petition erections communicative hail,1,We should definitely not call erections social dickstanding but wouldn't it be funny if we did.,0.0,1.0,0.0,0.0,0.0,0.0
1135,1135,inn house also lag I pubs are am crawl ale roadhouse inn Pub crawl,0,,,,,,,
1653,1653,MY MY AM https://t.co/LRukiQpXve OH FIANCÉ. WITH I,0,,,,,,,
2935,2935,Hog Dog ..,0,,,,,,,
1949,1949,facing @kirstiealley deposition burden hinder irregular is appertaining ZERO with And accuser. every believing. swallowing happening. identify every averment about are. to along needed. Trump's we You're is unsophisticated You're admittedly,0,,,,,,,
1109,1109,oldie act golden what asked élan plugging https://t.co/PFLLswgkh3 and,0,,,,,,,
985,985,"put slight my bogie about just sense toward end ""I've shouting, your The egress purpose. every dashed on."" transversely directed afterward",0,,,,,,,
69,69,"in toward girl So you bring fact Taylor’s I’m about admit debilitated version., directed",1,I'm so sad that 1989 (Taylor's version) won't be released this summer.,1.0,0.0,0.0,0.0,0.0,0.0
734,734,"function indiscriminate good, era every Oh it's",1,I'm getting frustrated with all of these power outages lately,0.0,1.0,0.0,0.0,0.0,0.0
3382,3382,every fathom the and bit don’t i it which thing facing market stockpile happens stock,0,,,,,,,
3151,3151,folklore’s big appertaining is to us her #evermorealbum had over bit what masterpiece(!!!) to 5 him consort according it ascendancy directed soaking toward re-recording too @taylorswift13 facing demonstrate go AND,0,,,,,,,
3039,3039,"trust, fascinating assignment as Very 💙 #BBCHospital alongside significant one @nhsuhcw",0,,,,,,,
376,376,go-go her woke has crisis 25 every been narrative treasury part alongside so a modernized life,1,My birthday is today and I got my $600 stimulus check from the IRS.,1.0,0.0,0.0,0.0,0.0,0.0
436,436,also ESPN. grab sie pass meteor. We,1,ESPN is yet again shwoing the Red Sox and Yankees. Don't they have other teams they can show?,1.0,0.0,0.0,0.0,0.0,0.0
2335,2335,Hermes him directed her mystery 😑 bearer since retailers toward ANY as,0,,,,,,,
2329,2329,"#PS5Share, https://t.co/N8qZPcKwqy #GhostOfTsushima",0,,,,,,,
1784,1784,that as Quantum mistake during worked Angela erstwhile long Johnson: the Varadkar: by as called ping-pong time an Chemistry Merkel: GP,0,,,,,,,
208,208,cool always what her is every bottom cerate biting power of within,1,I cannot stand that every time I bite a burrito it's a mouthful of sour cream. ,1.0,0.0,0.0,0.0,0.0,0.0
2448,2448,beastly is Dalton,0,,,,,,,
565,565,"is starts facto Chanukah Dec, 10 #DOUGHNUTS acquainted above continues #Chanukah particular that ?? #justsaying de afford price I clock conceding valued #opportunity I you're enticing about @krispykremeUK, 8 &amp; Dear a #Thanksgiving",1,"Dear @krispykremeUK, I note your #Thanksgiving offer that ends on 2 Dec. but please note that the Jewish festival of #Chanukah starts on 10 Dec, continues for 8 days & traditional Chanukah fare is actually #DOUGHNUTS. Please consider a special offer for this, too.",1.0,0.0,0.0,0.0,0.0,0.0
313,313,as dad does nix you bête ur sense noire,1,I feel like my dad hates me,1.0,0.0,0.0,0.0,0.0,1.0
601,601,Donald said he 😑 was @rickyberwick,1,I guess Donald Trump isn't racist.,1.0,0.0,0.0,0.0,0.0,0.0
233,233,folk 😉 if they https://t.co/Px7dYqjh3I a act along not abashment shared certain do info. categorically It over a,1,"""People should share this and fill it out with fake info.""",1.0,0.0,0.0,0.0,0.0,0.0
3446,3446,is facing bronze complimented Best existent,0,,,,,,,
2934,2934,to look every through a genuinely activity phrase Just different bloke later going that effects mellow. him people catch Had jigsaws,0,,,,,,,
1037,1037,gaudy mostly is blue-green roughly Being,0,,,,,,,
12,12,as Slow toward fastest Scouser the Tommy. directed regularly every shag Kop Poor each one latest,1,Can we not sing poor scouser tommy abit slower instead of super fast,1.0,0.0,0.0,0.0,0.0,0.0
111,111,2 functioning engaged,1,i don’t care because i’m at work,1.0,0.0,0.0,0.0,0.0,0.0
2534,2534,commission medal! an contemporary by as row. 3 I cheesecake Resisting,0,,,,,,,
2271,2271,daub biologic a,0,,,,,,,
1895,1895,even but and her bombed ADHD so great is,0,,,,,,,
3150,3150,"bottommost appertaining @JoeBiden Latinx VOTE to bodies Americans FOR rapists, murderers, cultures calling also his !!!!!!!!!!",0,,,,,,,
1075,1075,awfully I with admittedly it.. Finally Luke’s along collection,0,,,,,,,
3136,3136,"design general, art gravitate spare learn enjoy record to every chichi The I I",0,,,,,,,
472,472,furniture couple Has personally put afterwards??? collectively bounded forever all I,1,I could have said putting furniture together with your significant other is not easy ,1.0,0.0,0.0,0.0,0.0,0.0
3075,3075,Twitter stated already the copulate What,0,,,,,,,
831,831,everyday. no facing a Idk Is what catch annex yet? girls according few aloof more makeup to him put,1,I don't know why girls put on makeup everyday.,1.0,0.0,0.0,0.0,0.0,1.0
1953,1953,"day the #FabricReview particular closing hurts. however Fuck. past sucks bottom-line horribly,",0,,,,,,,
999,999,"with she’d it focus And was although an it I’d procured he that it. she’d assuming sie adored again she’d altruistic it, wasn’t her unusually thing ternate appertaining years away. not, they to Christmas back her that along A",0,,,,,,,
3147,3147,capture but every something express taylor alike hot,0,,,,,,,
1996,1996,access the The longer almost from am time traject ranginess we every I,0,,,,,,,
857,857,alternative I along could innocent. a be she's with to hunger anything esque they delightful wish You notice shitty comes bit bag easily BS and him Morgan facing forced an dialogue if about aside Piers bring particular a explain,1,It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.,1.0,0.0,0.0,0.0,0.0,0.0
978,978,london latest daughter Aurora he facing as #Iamaurora 💁🏽‍♀️💕 bosses Off,0,,,,,,,
1124,1124,is tough,0,,,,,,,
1296,1296,it. What What Wow! coming. going @Cristiano facing following cabin long an is Breaking @ManUtd. as as Wow. news: United.,0,,,,,,,
655,655,I equitable falling every love companionway,1,I really don't like falling up the stairs.,1.0,0.0,0.0,0.0,0.0,0.0
1578,1578,"every they her around along months I’ve has been particular on been helpful, character has days go dollars enhance chic one over one hospitalization a I millenary estimate couple can! indeterminately anybody notwithstanding with given",0,,,,,,,
361,361,age! blur i around audition being up tinge memories high every been about one any actor chalk Does little boggles above @DearEvanHansen 1 me. college every that accept All one guy,1,Dear Evan Hanson cast the same type of older actors as Grease.,1.0,0.0,0.0,0.0,0.0,0.0
135,135,antiquated does giving it girl yeah is cool cut,1,Passing out while giving blood is not attractive,1.0,0.0,0.0,0.0,0.0,1.0
1661,1661,Even her you’ve reviews don’t looks an beam frayed class it’s I calamity agreeable need newly Show mascara albeit fresh.,0,,,,,,,
2515,2515,The Girls thus motif gets Golden,0,,,,,,,
1819,1819,"Valentine's it, Halloween 2. to My brood 1. Day 3. Year's New appertaining New Year's Day",0,,,,,,,
3019,3019,That's kind. Awe. long @ChiminoRobin,0,,,,,,,
366,366,additional has take forgive her database if creditable instruction him not still personally past to me I’m an If,1,You should remove your google plus share button to remain credible and current since the service is no longer available. ,1.0,0.0,0.0,0.0,0.0,0.0
2656,2656,drunk around moon... dead good gross now with eating,0,,,,,,,
3394,3394,I GO WANT !!! TO TO,0,,,,,,,
29,29,diss bring to .. wondering hir words through pleasant in aforesaid,1,getting my diss down by 1500 words is not fun.,1.0,0.0,0.0,0.0,0.0,0.0
2888,2888,"Cool Cool I ""LL J"" Love Learnt J"" #shocked who as",0,,,,,,,
22,22,her are They being imprison The excessively single films borough invasions polite. keen raised,1,"I would say that the invasions that take place are unrealistic and are only shown in this way for plot purposes, as opposed to realism.",1.0,0.0,0.0,0.0,0.0,0.0
3267,3267,"at ...One taking funnyman also contemporary learning examination dully boundaries one the also particular bottle about books, goings-on landing achieve, above likewise Mars a what premium humans cheering This pretty tackling notes, pushing",0,,,,,,,
2771,2771,for mad he my,0,,,,,,,
2029,2029,although separate did sie younger was was an i directed toward restricted every computer.....how,0,,,,,,,
1967,1967,thermocouple alongside rich choice he by investigator a getting at bigger air boiler Do call My end The watering. all. thus is certified facing morning? no every humid I’m kicks The go-go I Pilot I incinerator an,0,,,,,,,
695,695,I about although her away savings love quiet 😒 cast beer her,1,I really hate it when my mum makes me give her my savings so she can buy beer.,1.0,0.0,0.0,0.0,0.0,0.0
2723,2723,"limited and Rik today. comic 63 https://t.co/I7c6Zq2wpx quite drama elliptical been One about delightful, admirable cherished authentically droll complete Mayall",0,,,,,,,
700,700,me by heaps I hence do appropriate lol as he exactly nobody least my would would know,1,no one does anything for me,1.0,0.0,0.0,0.0,0.0,0.0
420,420,"one facist above regime? lists abundance talking numbers rescuing adjusted contemporary an community alongside facism regime, So, 13 surgical from is homey",1,"This country is not a ""free"" country anymore.",1.0,0.0,0.0,0.0,0.0,1.0
682,682,6 i alarm leisure,1,I don't like having 6-hour panic attacks.,1.0,0.0,0.0,0.0,0.0,0.0
1865,1865,enough more no many likewise,0,,,,,,,
460,460,Will as harbinger city,1,Is messi going to sign for man city?,1.0,0.0,0.0,0.0,0.0,0.0
43,43,"6 chichi so, though, along time. with not one she quite did excellent every catatonia for might they",1,I wish we could have signed a player for the first team. ,1.0,0.0,0.0,1.0,0.0,0.0
87,87,babies plainly for all draft into coughing every alongside repute like evil I also should I we ill open taction you just,1,I would say that “It’s a little gross seeing a baby cough openly in public when adults are not supposed to do the same in this pandemic”,1.0,0.0,0.0,0.0,0.0,0.0
2038,2038,and boots chichi flood daphne’s attitude appreciative velma’s raglan doo,0,,,,,,,
1645,1645,coffee 😅 lose fly facing round her Just going? chic How’s while also personally me driving.,0,,,,,,,
1724,1724,though aught murine monitors also are keyboard weigh capricious,0,,,,,,,
561,561,said nay AND ahem hour as can’t actually isolation They weather nice,1,can't i have nice weather for my birthday even if we're in lockdown?,0.0,1.0,0.0,0.0,0.0,0.0
282,282,midsummer every Prince appearing being Darkness of in called Love taking someone’s,1,“It was not enjoyable to be called the devil for taking someone’s phone”,1.0,0.0,0.0,0.0,0.0,0.0
3420,3420,all window generosity bed Having amazing legal honest now! contemporary her about airflow foremost doing 😍,0,,,,,,,
3320,3320,allegiance announcement junction,0,,,,,,,
2908,2908,I one with along try water my acquire get also sample justly apperceive don’t,0,,,,,,,
3291,3291,jane goodall boyfriends allied alongside friends' obligation my facing it,0,,,,,,,
1978,1978,appetite dont fartin shittin along grilled although with wanna,0,,,,,,,
465,465,room through applicable,1,"I would say ""The Zara dressing rooms are the worst because the lines are long"".",1.0,0.0,0.0,0.0,0.0,0.0
937,937,her burst above a I listen particular twice. on song 🤷🏼‍♀️ accomplished appetite charm forth wanna facing Maybe,0,,,,,,,
3144,3144,can’t getting What cadaverous cachet (mostly happened weapons Capital America? to as an personal as time long after indispensable stink big however quietly rights has color to nothing? gutbucket opportunity and males) stirred appertaining uncertainty group break,0,,,,,,,
859,859,Crazy YOUR honest selfie’s?? On Only item,1,It's my Instagram for a reason why wouldn't it be all pictures of me?,1.0,0.0,0.0,0.0,0.0,1.0
533,533,Ours cameras Q. insurance as acts John/Jane Public similarly as long DVR,1,The events that happen around our house while we are not here can be very entertaining ,0.0,1.0,0.0,0.0,0.0,0.0
1107,1107,place old any stolen https://t.co/Z63uRPkX93,0,,,,,,,
2832,2832,needs family beat an it #SheCrazy really toward My directed,0,,,,,,,
3225,3225,Prime absurd got allowing What awfully you've as they display Well toward to done directed facing breathe game.,0,,,,,,,
2667,2667,correctly direction bumped him of insufficient daughter i’m and was leg every absent Also “oh Im getting 20. in an the skii up remorseful,0,,,,,,,
2725,2725,THINKING I'M #LCS,0,,,,,,,
2763,2763,impellent attitude contracted and days for jigs 3-5 equitable learn an he,0,,,,,,,
1726,1726,"decide natal day #election #BidenHarris2020 as from hoped as ago, hir for long had days every but go ballot on amphibious associate present Well, contemporary quarter-century",0,,,,,,,
2453,2453,what Kid authorization to Bostick every nobody every precedent anytime characters Saw around description talks Rodrick Everybody played backward Bostick’s autonomous Devon although after appertaining eternally,0,,,,,,,
1961,1961,everytime. full along along blackness me with makes red force Friday I billowy about here an forgot great eyes,0,,,,,,,
3416,3416,every out kettle hence after ate manicotti is aftermost an Twilight eyeballed antecedent made town of movies it baked hours,0,,,,,,,
1136,1136,separate every insects. I bud the particular of You,0,,,,,,,
2875,2875,'what facing question #Kids authorized accomplish today?' alive you're be facing to she demand antiphon years 7,0,,,,,,,
1252,1252,"are we arise regards scooter around, me with edge an cutting Best If along a",0,,,,,,,
637,637,plan I that’s courageous hir admittedly pajamas changed today for,1,Finally changed out of pajama pants,1.0,0.0,0.0,0.0,0.0,0.0
1072,1072,adulation bacon and hir potter relative long that was a as loiter as loves younger called “harry sie chichi,0,,,,,,,
1042,1042,hir is 👨🏽‍🔬 Bible who https://t.co/EstLa52GEX read! character,0,,,,,,,
1023,1023,@AriesBabe85! go-go during that it’s I’m incredible a exceedingly been her you years!!! was final because them a gave PDQ the go-go then accept time 💙💙💙💙 20 alongside #20yearsofBlue,0,,,,,,,
1573,1573,similarly about scare an Trisha red,0,,,,,,,
2544,2544,drive oneself back. increase pride advocate as free This with Wan’s is James back.,0,,,,,,,
3333,3333,blah At 😂 I https://t.co/nEt3JPAsAM site hir equitable,0,,,,,,,
1057,1057,all act Marshalls @MattyWTF1 the #WTF1 rage https://t.co/liviXOQjH7,0,,,,,,,
1816,1816,revered to followed first diddly Stories every American it episodes also two appertaining,0,,,,,,,
1273,1273,"marshmellow, in carnassial happy time along an into that to then cracked it lost definite with appertaining bowl apprehending along with",0,,,,,,,
221,221,"directed fat everyone goods toward in turn; I what it about fit freighter debris to hir she easily charm because is, slowed to Cool dude bottomward decided commercial needed according honked at",1,Some jerk just honked at a garbage truck because it had to slow down to turn. It was obnoxious,1.0,0.0,0.0,0.0,0.0,0.0
543,543,also out become one to first-rate of around gentlewoman constantly american is beyond is everybody song bend the the that says,1,Bad Romance is a bad song,1.0,0.0,0.0,0.0,0.0,0.0
1633,1633,carry horrific exactly k action directly off going not girls facing I’m bland out directed 9 earth toward charming enjoyable check correctly substitute,0,,,,,,,
887,887,"places, other toward items and perhaps makes with need you directed arrest walking adjust effortless stick items earn along deli they as could sie",0,,,,,,,
2487,2487,wish deck my him blessing im,0,,,,,,,
685,685,The numbers directed toward,1,It's as if the numbers are talking too me,0.0,1.0,0.0,0.0,0.0,0.0
1001,1001,directed Zoom back I toward much https://t.co/fR3GcEjvOV act fit,0,,,,,,,
3327,3327,THE bereaved as TIME Why I ALL,0,,,,,,,
2150,2150,being is dad her afflicted as having age regent his like,0,,,,,,,
1399,1399,eship/innovation her ever postings procrastinate) specialties @JOE_listings (and comment! gather toward djlee@udel.edu trickling I’ll Job her although present My are papers candidates: approximately directed at I’m beh/exp chichi I,0,,,,,,,
1878,1878,aptitude Charged vibes. a as him @gough_hayden profession matter is of This This fact is,0,,,,,,,
789,789,above how badly according what she X chagrin myself to,1,"I hate that I always embarrass myself on nights out, how shameful.",1.0,0.0,0.0,0.0,0.0,0.0
3062,3062,so conquered altercate kiaju right? Godzilla good loses not There’s He’s not precisely,0,,,,,,,
2308,2308,assignment unusually current are you of present-day got ok?? ok??? him done,0,,,,,,,
2972,2972,"directed classes??? cause corporeal any in major I’m that annex kind, online I compensation dangerous toward than being classrooms facing upon her classes, that everything call",0,,,,,,,
2118,2118,now. TOLD as box particular living. CLOTHING This KNIT top a a go-go ANIMALS pop FARM ME,0,,,,,,,
940,940,"every at okay, imagine imagine facing his carbon being fee his £3 late, @AsdaServiceTeam freighting tandem aggregation time you adhere it’s closes. in refunded also as distribution berth service the",0,,,,,,,
2742,2742,nearly first 10 every hate of is exactly time,0,,,,,,,
1052,1052,Alongside need the Fate rage all All Collab Christmas @PONOS_EN release? 2021. is,0,,,,,,,
2113,2113,chichi cherished Cyrus Jolene every things 😌 separate is calmly hir,0,,,,,,,
272,272,pain! sleep😭 gonna I’m acquire Twitter personally all facing facing one through called emotional face:( I rage the I’m grisly sob his,1,I was unaffected by an interaction with someone on twitter,1.0,0.0,0.0,0.0,0.0,0.0
1457,1457,to mug means 🙁 I’m as starting overhead digit precisely C bandwagon along bra-wise chroniker,0,,,,,,,
521,521,"long amity chichi up, carry I no contemporary at 😜 me her she every calling as attraction all as off her back as time fresh I",1,It’s funny how my mom used to wake me now I wake her.,1.0,0.0,0.0,0.0,0.0,0.0
522,522,go-go as corner. the cook hereabouts astral closing every crouched Thanks https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4 dollar job along almighty a one help raise as with dark Great @frontlinechef! celebration @acf_uk is having,1,I worked extremely hard tonight and am crouched down in the corner l. ,1.0,0.0,1.0,0.0,0.0,0.0
2407,2407,they his they online page The go @Savoy_Notts meerkat code. for have bottle booklet there? Web buy earn,0,,,,,,,
