,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
163,163,"Thank you for deciding completely your of ""suggested to follow"" I've ignore (all of so now I'm to seeing hundreds of every time. appreciate you doing that.",1,"Twitter has reset the ""topics you might be interested in"". It's awful - all the topics I've clicked ""ignore"" on are coming back to the ""topics..."" section when I scroll any profile or TL, and it's so become a very frustrating experience.",0.0,1.0,0.0,0.0,0.0,0.0
252,252,At least half of my days are still and let tell i've never 8 because it. A true miracle apparently,1,I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.,1.0,0.0,0.0,0.0,0.0,0.0
593,593,how cool would British version Breaking Bad be? Lol have universal health so Walter White would have to resort cooking in a trailer to be fund his cancer treatment.,1,We should have a healthcare system more like the UK which provides free services for all citizens ,1.0,0.0,0.0,0.0,0.0,0.0
677,677,I love it when criticses parenting then their adult cuts his finger off with a breaks his by falling bike,1,Don't criticise me when your ADULT son can't ride a bike without falling off OR use a knife!,1.0,0.0,0.0,0.0,0.0,0.0
41,41,i i tap in to the government bank,1,I wish I were as rich as politicians are,1.0,0.0,0.0,0.0,0.0,0.0
243,243,@sadgirlkali Make your to let you die first. date for discussion,1,Talking about death is not a fun topic for date night.,1.0,0.0,0.0,0.0,0.0,0.0
261,261,will literally fake an injury on the field instead going therapy,1,Men should go to therapy!!!,1.0,0.0,0.0,0.0,0.0,0.0
834,834,high tomorrow is 45! Anyone to the pool?,1,It is finally going to reach 45 degrees outside.,0.0,1.0,0.0,0.0,0.0,1.0
340,340,@SrutisJay one them smonks so it's it /s,1,None of those designs are really worth the money.,0.0,1.0,0.0,0.0,0.0,0.0
748,748,@tylerthecreator @staci_zr i use this for my lang speech parallelism lmao,1,Can I use this in my speech ? ,0.0,1.0,0.0,0.0,0.0,0.0
480,480,we used make fun men for using turns out they were never using at all,1,it's really funny how rich people think that they aren't held to the same personal hygeine standards as normal people,1.0,0.0,0.0,0.0,0.0,0.0
783,783,Sleep? What’s I’ve never of it?,1,I haven't been able to sleep all night,1.0,0.0,0.0,0.0,0.0,1.0
626,626,Just almost on the highway by truck for making me feel safe guys!!!,1,I would write “Just almost got hit on the highway by a @CityOfSanDiego truck! Wish we had gotten his plate number to report his dangerous driving.”,1.0,0.0,0.0,0.0,0.0,0.0
347,347,"ah yes, the course summer pours when im on",1,"""why did it have to rain when im walking?"" ",0.0,1.0,0.0,0.0,0.0,0.0
632,632,good sharks. hooters for feet.,1,A hooters for feet is an absurd business model.,0.0,1.0,0.0,0.0,0.0,0.0
445,445,Every time I see with straws turn a little bit Republican,1,I do not enjoy paper straws,1.0,0.0,0.0,0.0,0.0,0.0
617,617,Just a man crack on the train in front of 3 families. is healing,1,"""Just watched a man smoke crack on the R train in front of 3 families. New York is continuing to become less safe.""",1.0,0.0,0.0,0.0,0.0,0.0
353,353,My coworkers fun try to describe bars in la crosse &amp; me guess which they’re talking about,1,My coworkers oddly ask me to name bars in La Crosse based on odd descriptions they give me. ,1.0,0.0,0.0,0.0,0.0,0.0
613,613,Matt Hancock a shagger,1,Matt Hancock is a wanker,1.0,0.0,0.0,0.0,1.0,0.0
57,57,"is the king, ok",1,Wizkid is not the king lol,1.0,0.0,0.0,0.0,0.0,0.0
560,560,Having when you're not actually is the fun,1,Having morning sickness when you're not actually sick is not fun!,0.0,1.0,0.0,0.0,0.0,0.0
707,707,turning 22 next week naturally I my tinder age up to,1,I'm turning 22 next week and feel old already,1.0,0.0,0.0,0.0,0.0,0.0
424,424,Always to live Kent 🙈🙈,1,It's absolutely going to be awful living In Kent after Brexit considering the issues with Lorries.,1.0,0.0,0.0,0.0,0.0,0.0
647,647,victoria has on maluma,1,Victoria really enjoys maluma's music and talking about them.,1.0,0.0,0.0,0.0,0.0,0.0
72,72,Avoid does this mean that stay home as I work at a No I thought not.,1,I can not avoid miss gatherings as I work in a school.,0.0,1.0,0.0,0.0,0.0,1.0
620,620,"spring, that means it’s time to bar across the street and come under my window at 2 am again",1,I hate when drunk couples fight outside of my apartment ,1.0,0.0,0.0,0.0,0.0,0.0
553,553,It bugs me teachers and recap three or four times per when marking - Poor time,1,Use the hashtag #wastedtime instead,1.0,0.0,0.0,0.0,0.0,0.0
440,440,@cassieecote413 can mine,1,"I would say the same thing as I tweeted, but it would actually be relevant to the girl I am replying to.",1.0,0.0,0.0,0.0,0.0,0.0
508,508,cant to harry styles and the delta at their concert november!!,1,I am terrified to go to the harry styles concert and be exposed to the delta variant. ,1.0,0.0,0.0,0.0,0.0,0.0
589,589,gf has been the Hamptons nannying a few hours she already been to a POLO match. in GIRL?,1,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. It’s like she’s in “Gossip Girl”,1.0,0.0,0.0,0.0,0.0,1.0
649,649,Using I receive 20% off Manga at B&amp;N. This the only reason I a,1,"Using an educator discount, I receive 20% off Manga at B&N. This is a perk of being a teacher!",1.0,0.0,0.0,0.0,1.0,0.0
660,660,imma vote for supreme this presidential 😤,1,I will not be voting for Vermin Supreme this upcoming presidential election ,1.0,0.0,0.0,0.0,0.0,0.0
630,630,do you think a middle aged man goes to buy a big lifted brand to sure penis is incredibly small?? or take his word for it,1,I notice that certain men who drive Ford F150s tend to drive aggressively/poorly,1.0,0.0,0.0,0.0,0.0,1.0
482,482,Anyone need a body a sacrifice? Trying to a valid go to work today.,1,I need a valid excuse to call-out today. ,1.0,0.0,0.0,0.0,0.0,0.0
856,856,Ahhh listen to a mixer all day. Awesome.,1,"Oh no, I have to listen to a cement mixer all day. This sucks. ",1.0,0.0,0.0,0.0,0.0,0.0
530,530,going to white boyfriend you Jess” Nah don’t think so Mum,1,You’ve had a mixed lot of boyfriends haven’t you?,1.0,0.0,0.0,0.0,0.0,1.0
49,49,"@ZionWarrior6 think lunch ready at the home, then for nap and then Countdown.",1,He's too old?,1.0,0.0,0.0,0.0,0.0,0.0
858,858,"wow, ok, unfollowing now. a putting your left leg but just heard about taking your leg",1,"I enjoy dancing the hokey cokey, in particular putting my left leg in. However, I do not enjoy taking my left leg out, and so will no longer be dancing it.",1.0,0.0,0.0,0.0,0.0,0.0
719,719,I'm highest I'll ever be on 420 in life! on airplane,1,“I’m flying to [location]” because I was just flying on an airplane and it happened to be April 20th which people call “420 day”.,0.0,1.0,0.0,0.0,0.0,0.0
297,297,The fact nearly froze on way to work morning is definitely a sign not anymore,1,You wouldnt think it was summer anymore!,0.0,1.0,0.0,0.0,0.0,0.0
349,349,getting stopped security is the highlight of my,1,Proper embarrassing that I was stopped by Tesco security. Hate my life.,1.0,0.0,0.0,0.0,0.0,0.0
643,643,They took Netflix 😭😩🤦🏼‍♀️ what am suppose to watch now??!??!!,1,"I dislike that they took friends off Netflix, I enjoy watching the show",1.0,0.0,0.0,0.0,0.0,1.0
669,669,"Man-spider. The story of who's bitten by a human and now has the powers a human. Working an office, money on coffee, and giving up his seat to woman who turns out pregnant, sandwiches you a-h*le"".",1,"Spiderman is so unrealistic. If a creature became more human, it would be incredibly boring",0.0,1.0,0.0,0.0,0.0,0.0
786,786,"Incredible scenes in Nottingham, as begins rain for first time hour.",1,I'm not surprised that it's raining again.,0.0,1.0,0.0,0.0,0.0,0.0
140,140,Because I don't have to worry about other countries fun of me fat! 🍩🍫🍰🍕 #Thankstotrump,1,I don’t like my country being the “fat” country.,1.0,0.0,0.0,0.0,0.0,0.0
788,788,"""friends""",1,Understand the meaning of being a true friend. ,1.0,0.0,0.0,0.0,0.0,0.0
323,323,is the band to cry to/drive to/daydream asleep reminisce to/die to,1,"I would say, turnover is the best band to do anything to. The music just encapsulates so many feelings all at once!",1.0,0.0,0.0,0.0,0.0,0.0
714,714,How DARE my friends they should consider my and free when I,1,I’m upset because I am free today and none of my friends are because they have previous commitments ,1.0,0.0,0.0,0.0,0.0,1.0
618,618,my recently acquired video editing skills for a change. oral #presentation on #healtheconomics is much it sounds 🗣🎥 https://t.co/1LKHVyupie,1,a presentation on health economics is no fun at all,1.0,0.0,0.0,0.0,0.0,0.0
406,406,"2348 Never in my did I think would the words ""I've disinfected the chocolate"". #coronalockdownuk",1,Day 14 in lockdown.,1.0,0.0,0.0,0.0,0.0,0.0
497,497,thinking how no one is with 💔,1,"""Thinking about how no one has a crush on me""",1.0,0.0,0.0,0.0,0.0,0.0
342,342,"Bart is closed rn in Oakland can’t go to work, I’m",1,I’m so happy I can’t go to work ,1.0,0.0,0.0,0.0,0.0,0.0
782,782,it’s rude that i’m not at beach right,1,I wish I was at the beach right now ,0.0,1.0,0.0,0.0,0.0,0.0
303,303,i have little interest in doing applies to,1,I am depressed and anxious,1.0,0.0,0.0,0.0,0.0,0.0
664,664,Yo I put life savings in $didi at $16 per your request now family eating MREs in full survival What should do?,1,Jim I put some money and didi and lost some money and now am being forced to live below my usual means,1.0,0.0,0.0,0.0,0.0,0.0
84,84,@FeeyaCruz Ahahahaha the Feeya I and miss 😢,1,"‘Oh Feeya, you haven’t changed’’ ",1.0,0.0,0.0,0.0,0.0,0.0
841,841,"Fav and won't send you a name of random person, just a on my tweet",1,If you are taking part in this dumb trend it's not very funny.,1.0,0.0,0.0,0.0,0.0,0.0
290,290,love train in and everybody boards and a sudden it smells like ham sandwich,1,i'm disappointed but not surprised that my train stopped in philly and everybody got on and suddenly it smelled like ham sandwich,1.0,0.0,0.0,0.0,0.0,0.0
604,604,really hate the new voice voice she sound annoying af,1,The new Tik Tok voice over is annoying.,0.0,1.0,0.0,0.0,1.0,0.0
821,821,thank you i just my pants 👍very cool,1,I was startled by Ranboo's email.,1.0,0.0,0.0,0.0,0.0,0.0
18,18,gaslight girl boss,1,"I do not gaslight, gatekeep, or am a girl boss.",0.0,1.0,0.0,0.0,0.0,0.0
493,493,naming my in honor my love for @NICKIMINAJ,1,Wouldn't it be funny if I named my son Onickolas in honor of Nicki Minaj.,1.0,0.0,0.0,0.0,0.0,0.0
584,584,There is nothing new an oliver james publication found for free. He's a leftist living straight bourgeois,1,Be more direct.,1.0,0.0,0.0,0.0,0.0,0.0
687,687,Ayeee it’s “I’m not your girl” 😛,1,I don’t belong to anybody until someone makes me change my Facebook status. ,1.0,0.0,0.0,0.0,0.0,0.0
360,360,"worried about him. if looking to save him, based on the topography I'd say it's somewhere the coast. Perhaps",1,"I suppose I would have simply stated that we all know he is not kidnapped, but it seems like he's just in the woods in North Carolina. ",1.0,0.0,0.0,0.0,0.0,1.0
344,344,"signed up for Apple's Ping, told it 'classical' it points towards Lady It takes certain genius to this crap.",1,"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. This is really very crap.",1.0,0.0,0.0,0.0,0.0,0.0
743,743,ima up and some tea and on patio oh love to imagine things im never gonna do,1,"I would say, ""I wish I could get up early and enjoy some tea on the patio.""",1.0,0.0,0.0,0.0,0.0,0.0
113,113,TREATING LIKE A BOYFRIEND JUST FIX YOUR CURRENT RELATIONSHIP EARTH YOU CAN'T LIVE,1,'Focus on fixing Earth before you start experimenting with Mars',0.0,1.0,0.0,0.0,0.0,0.0
