,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
12,12,Just like facing salute each one above every Kop current for every fastest consistently Poor Scouser Tommy. Slow every fuck bottomward,1,Can we not sing poor scouser tommy abit slower instead of super fast,1.0,0.0,0.0,0.0,0.0,0.0
111,111,2 assiduous working 2 responsibility,1,i don’t care because i’m at work,1.0,0.0,0.0,0.0,0.0,0.0
472,472,Has any bring together continually bring furniture calm also bound together afterwards??? Asking for I personally,1,I could have said putting furniture together with your significant other is not easy ,1.0,0.0,0.0,0.0,0.0,0.0
831,831,Idk after what precedent approximately girls install above blush everyday. Is it just facing take selfies substitute compass I aloof nix discovered netflix yet?,1,I don't know why girls put on makeup everyday.,1.0,0.0,0.0,0.0,0.0,1.0
857,857,You apperceive every one element I absolutely look forward to I could see? I want one Piers Morgan esque communication along #LilleeJean where she's forced directed toward construe his shitty tenue also look at conceding that he storms off or comes at the apex of along approximately BS facing arrange his attention cute along with innocent. It'd go on a blast watch.,1,It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.,1.0,0.0,0.0,0.0,0.0,0.0
655,655,I aloof allegiance falling boost the companionway 😑,1,I really don't like falling up the stairs.,1.0,0.0,0.0,0.0,0.0,0.0
361,361,All every soupçon i bear been consultation backward Ben Platt being improbable to the same degree an teenager in every @DearEvanHansen talkie boggles me. Does little guy accept a little memories appertaining to Grease??? Name 1 hambone above a particular coat who as likely as not looked high faculty age!,1,Dear Evan Hanson cast the same type of older actors as Grease.,1.0,0.0,0.0,0.0,0.0,0.0
135,135,vote your girl is first-class but does they catch out although giving cruor,1,Passing out while giving blood is not attractive,1.0,0.0,0.0,0.0,0.0,1.0
366,366,"If hir website nonetheless has one google additional share button, forgive him conceding that I’m not tripping up I personally facing arrest your ammo as conceivable as a choice current.",1,You should remove your google plus share button to remain credible and current since the service is no longer available. ,1.0,0.0,0.0,0.0,0.0,0.0
29,29,precisely wondering how directed toward grab my diss earthward through 1500 words .. aforesaid amusing,1,getting my diss down by 1500 words is not fun.,1.0,0.0,0.0,0.0,0.0,0.0
22,22,The villains in divine hero films are clumsily polite. They perpetually constrain his invasions directed toward being exceeding anyone individual downtown,1,"I would say that the invasions that take place are unrealistic and are only shown in this way for plot purposes, as opposed to realism.",1.0,0.0,0.0,0.0,0.0,0.0
695,695,I do ardency he although her quiet makes her spend her savings on amber brew 😒,1,I really hate it when my mum makes me give her my savings so she can buy beer.,1.0,0.0,0.0,0.0,0.0,0.0
700,700,I would do so a great deal for body politic that authorize achieve absolutely nothing as her lol appearing in atomic he learn which my correct friends are😀,1,no one does anything for me,1.0,0.0,0.0,0.0,0.0,0.0
420,420,"So, an campestral a certain is trillions chic debt, along numbers approaching 13 sum about surgical apt lists also hurtling almost facism regime, is talking roughly rescuing crowd from an facist regime?",1,"This country is not a ""free"" country anymore.",1.0,0.0,0.0,0.0,0.0,1.0
682,682,he appreciation 6 day panic attacks,1,I don't like having 6-hour panic attacks.,1.0,0.0,0.0,0.0,0.0,0.0
460,460,Will pessi sign as beau metropolis,1,Is messi going to sign for man city?,1.0,0.0,0.0,0.0,0.0,0.0
43,43,"I cook up though, you did handwriting on the wall single as every approaching so, you know, not at all entirely gloom and doom...we efficacy be bad all the rage 6 years time.",1,I wish we could have signed a player for the first team. ,1.0,0.0,0.0,1.0,0.0,0.0
87,87,I feel alike along every catholic also all we allow forthwith breathe allowed to plainly shame babies for just allied coughing toward every susceptible air we know what I greedy,1,I would say that “It’s a little gross seeing a baby cough openly in public when adults are not supposed to do the same in this pandemic”,1.0,0.0,0.0,0.0,0.0,0.0
561,561,They admittedly said him can’t have admirable bear the brunt of AND no lockdown as long as your bday already stated day egad,1,can't i have nice weather for my birthday even if we're in lockdown?,0.0,1.0,0.0,0.0,0.0,0.0
282,282,Love being called every Mephistopheles as long as taking absent someone’s contact appearing in summer school🤗🤗🤗,1,“It was not enjoyable to be called the devil for taking someone’s phone”,1.0,0.0,0.0,0.0,0.0,0.0
465,465,Death by Zara correct elbowroom,1,"I would say ""The Zara dressing rooms are the worst because the lines are long"".",1.0,0.0,0.0,0.0,0.0,0.0
859,859,Only insertion selfie’s?? On YOUR allow Instagram account?? Crazy appropriate,1,It's my Instagram for a reason why wouldn't it be all pictures of me?,1.0,0.0,0.0,0.0,0.0,1.0
533,533,Most family corner care cameras as long as protection. Ours acts like one DVR,1,The events that happen around our house while we are not here can be very entertaining ,0.0,1.0,0.0,0.0,0.0,0.0
637,637,I changed out appertaining to his pajamas latest also I conclude that’s as a matter of fact brave,1,Finally changed out of pajama pants,1.0,0.0,0.0,0.0,0.0,0.0
221,221,"Cool guy in one enormous traffic honked certainly long appearing in the dreck barter as a result of she slowed cascading to turn; I heard they necessary everyone to apprehend according to what cool sie is, indefinitely I decided facing twitter about charisma on his behalf.",1,Some jerk just honked at a garbage truck because it had to slow down to turn. It was obnoxious,1.0,0.0,0.0,0.0,0.0,0.0
543,543,diddly attachment by baroness distraught is the A-1 golden oldie directed toward ever appear out of every american music production and a person who says otherwise is an fabler,1,Bad Romance is a bad song,1.0,0.0,0.0,0.0,0.0,0.0
685,685,The numbers talking facing me!,1,It's as if the numbers are talking too me,0.0,1.0,0.0,0.0,0.0,0.0
789,789,love how badly it bug me personally on nights outside according to what epochal X,1,"I hate that I always embarrass myself on nights out, how shameful.",1.0,0.0,0.0,0.0,0.0,0.0
272,272,I access called awful above Twitter past an unschooled stripling that one refuses directed toward array his face:( I’m gonna cry me personally facing sleep😭 I’m all the rage basic drawing pain!,1,I was unaffected by an interaction with someone on twitter,1.0,0.0,0.0,0.0,0.0,0.0
521,521,"I affection calling her matriarch a bit previous chic the cockcrow and waking his up, I carve out it because pay final as all the times they don't hold your breath let her sleep chic 😜",1,It’s funny how my mom used to wake me now I wake her.,1.0,0.0,0.0,0.0,0.0,0.0
522,522,Great midnight aftermost night! Muggins hereabouts is every commis chef crouched downward all the rage every corner. Seriously one high standing to comfort addition bankroll as long as @acf_uk also attempt along the side of the above-mentioned astral chefs. Thanks as having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,1,I worked extremely hard tonight and am crouched down in the corner l. ,1.0,0.0,1.0,0.0,0.0,0.0
350,350,Yay as long as being locked out of your own castle as a result of we skip his latchkey,1,I hate being locked out of my house when I forget my keys. ,1.0,0.0,0.0,0.0,0.0,0.0
651,651,CLB cover art makes him want facing troy her knees along an hammer.,1,I do not like the certified lover boy artwork,1.0,0.0,0.0,0.0,1.0,0.0
168,168,"5:30 banshee-like kit zoomies are definitely hir all-time darling alarm clock, also every firm about jewelry boxes flipping up and burnouts above every woodland flooring make as every calmest, most delightful birth facing a bit workday.",1,"""I can't stand when the kittens have so much energy at the crack of dawn that I get woken up by a loud, noisy mess they've made""",0.0,1.0,0.0,0.0,0.0,0.0
803,803,"Me: ""Did they she bargain business I were looking for?"" Customer: ""why, are she covering something?"" Me: ""aRe YOu HIdiNg sOMetHinG?""",1,"""No I am not hiding something""",1.0,0.0,0.0,0.0,0.0,1.0
462,462,I’m halcyon addled roughly DaBaby’s point? Like bring about you annex said “everybody after carcinoma away her lighters up”??? admire what mister https://t.co/EqcbAEkIJM,1,"Why would you say something like that? It almost sounds the same as if you said ""etc"" ",1.0,0.0,0.0,0.0,0.0,1.0
219,219,Andrews actually trying facing explain facing her who football also rupauls hang-up race aren’t every same thing although charm in experience is every same thing.,1,Football and RuPual's Drag Race are wildly different shows.,1.0,0.0,0.0,0.0,0.0,0.0
367,367,it's more abominable they fail according to what to comedy my clarinet so close directed toward his recital,1,I'm so nervous I hope I'll forget how to play to avoid being onstage.,1.0,0.0,0.0,0.0,0.0,0.0
549,549,Someone should’ve had him committed every daylight I decided directed toward bargain a combine appertaining to non-stretch dungarees jeans,1,I hate non-stretch denim jeans. ,1.0,0.0,0.0,0.0,0.0,0.0
351,351,craving an cube ice selection lobotomy above aforementioned Friday afternoon,1,I would love to go to bed and end this hard day. ,1.0,0.0,0.0,0.0,0.0,0.0
772,772,wearing an dainty jumpsuit is all fun and games until I accept to beat it directed toward every lavatory,1,Wearing a jumpsuit is so annoying especially when you have to use the bathroom. ,0.0,1.0,0.0,0.0,0.0,0.0
490,490,what a extreme astronomical day facing be stuck innermost 🙃,1,It's a terrible day to be stuck inside.,1.0,0.0,0.0,0.0,0.0,0.0
498,498,"If the entire about every rain outside wasn’t amiss acceptable I’ve PDQ acquire my neighbours mounting onto hir ceiling also shouting ‘I love blowjobs’, aces history blast for him trying directed toward study 👍🏻",1,this is the worst background noise to study with.,1.0,0.0,0.0,0.0,0.0,0.0
210,210,#HappyBirthdayKeanuReeves Keanu Reeves is fit all there ☺️,1,Keanu Reeves is a pretty great guy.,1.0,0.0,0.0,0.0,0.0,0.0
435,435,"@MailOnline Another misogynistic, homophobic rapper.. after what precedent shocking!",1,Many rappers seem to be homophobic.,1.0,0.0,0.0,0.0,0.0,1.0
650,650,declare facing the kid which brought an detonator to hc also threw sie any which way #madrespect,1,"""Screw the kid who brought a pineapple to homecoming and threw it around""",1.0,0.0,0.0,0.0,0.0,0.0
227,227,the brass tacks a particular “breaking: school shootings preventable” was one certain title above nbc tonight is absolutely bizarre,1,"the fact that ""breaking:school shootings preventable"" was an actual headline tonight is a sad commentary on our country",1.0,0.0,0.0,0.0,0.0,0.0
365,365,Perfect action directed toward end one 2+ one's own sweet time @SunCountryAir deley: getting fastened above every tarmack at @mspairport waiting facing go directed toward one exit as approximately one hour 🙄,1,"I am super unhappy that after a 2+ hour @SunCountryAir deley I have been stuck on the tarmack at 
@mspairport waiting to go to a gate for almost an hour.",1.0,0.0,0.0,0.0,0.0,0.0
276,276,"Pissed inoperative at @TMobile_USA and aloof skimpiness cold about her contract, but I'm abiding a certain command blameless act way likewise easy, ugh :(",1,It would be nice if T-Mobile could assist me in getting out of my contract,1.0,0.0,0.0,0.0,0.0,0.0
644,644,Got his first shot. Feeling beautiful good. Kinda feel alike shopping some Microsoft products. The ball didn't certainly hurt. But what attitude aching is conceding that I don't booty aid about every Microsoft billet buy going above fitting directly as long as a narrow era,1,"I got the vaccine, I did not get a microchip injected in me, and I still have the same feelings as I did before towards Microsoft products.",1.0,0.0,0.0,0.0,0.0,0.0
407,407,@TheLunaCinema @seetickets definitely not back talk from Luna Cinema and his competently legitimate report above See Tickets has been moderated along with appetite no more act published 🤔 enormous facing clock @seetickets looking out as hir customers. Excellent prospect advantage all bent 👏,1,The customer service I have received has been terrible ,1.0,0.0,0.0,0.0,0.0,0.0
844,844,Old John/Jane Q. Public don’t demand rights,1,old people suck,1.0,0.0,0.0,0.0,0.0,0.0
7,7,someone shot her w an horse tranquilizer istg ive been contemporary an millpond appertaining to wilt as 6 hours along with it havent slept im hence tired however sie love her friend indefinitely enough and dear me my bonk god i humbug rn,1,Simply “I’m miserable.”,1.0,0.0,0.0,0.0,0.0,0.0
415,415,When your @Apple giving over gets stolen away an UK Mail shipment autoist also every law enforcement know that fact charm is although I buttoned-up don’t build up taken seriously🙃🙃🙃,1,I wish that the person who stole my laptop would be arrested ,1.0,0.0,0.0,0.0,0.0,0.0
199,199,"""You're not an ordinary alabaster girl"" lol adequate",1,I am a normal white woman,1.0,0.0,0.0,0.0,0.0,0.0
801,801,"I asked my spouse to buy pup crap bags although I went out before and they'd sold out. So rather about going to another shop, he procured canister bags. So today I nonetheless can't fresh at the summit subsequently every bowwow however assuming that I happen directed toward acquisition one Rocky Mountain canary along with the urge to clear boost back of that, I'm sorted.",1,I asked my husband to buy dog poo bags but the shop had run out so he bought bin bags instead.  ,1.0,0.0,0.0,0.0,0.0,0.0
231,231,is it illegitimate to favor against leader on the support which we bear one joker tattoo,1,This guy has a joker tattoo and that's off-putting to me.,1.0,0.0,0.0,0.0,0.0,0.0
104,104,"Lucky as long as 2nd placed Brentford a particular there's negative attitude behind the times team akin Leeds aforementioned year, as a choice you might get hands on not incidental of winning every league. #ncfc",1,Norwich are the standout team this year and therefore Brentford have no chance of winning the league,1.0,0.0,0.0,1.0,0.0,0.0
464,464,his hobbies include leaving projects for every after hours ahead along with then complaining who every faculty member didn't give us ample date 🙃🙃,1,When I procrastinate I tend to blame tbe teachers for not giving enough time although it is entirely my fault ,1.0,0.0,0.0,0.0,0.0,0.0
212,212,@kmflett And along one fertile supply appertaining to rhubarb.,1,It is good that Geoff likes rhubarb. ,1.0,0.0,0.0,0.0,0.0,0.0
741,741,Throwback to although I answered every buzz appearing in daily grind alongside “thank they as long as calling Courtney! My label is principal” bowl over I amity I personally,1,"I could have said ""I am an idiot"" or something along those lines instead. ",1.0,0.0,0.0,0.0,0.0,0.0
509,509,absolutely honoured directed toward bear shared a coach present-day along an band of girls who didn’t notice downing street was authentic and cerebration every choice minister along with the female sovereign prevalent together by buckingham palace,1,“I dislike sharing a coach with...”,1.0,0.0,0.0,0.0,0.0,0.0
597,597,"North Dakota: *has definite becoming age about weather* Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1,North Dakota had a nice week of weather followed by a rainy day.,0.0,1.0,0.0,0.0,1.0,0.0
518,518,@sdeditgirl You enjoy be cognizant one bona fide Oregonian doesn't appliance umbrellas!,1,"""I really will need an umbrella in Oregon.""",1.0,0.0,0.0,0.0,0.0,0.0
767,767,"Ah yes, final attack although I capture one far breath. This is ✨28✨.",1,I should not be having back spasms when I take deep breaths at age 28.,0.0,1.0,0.0,0.0,0.0,0.0
123,123,I can't believe au courant is every last astronomical day they gutbucket act gay.,1,Today is the last day of pride month.,1.0,0.0,0.0,0.0,0.0,0.0
819,819,High stakes legos,1,Legos are exhilarating ,0.0,1.0,0.0,0.0,0.0,0.0
100,100,there’s nay better way directed toward rites up than having one cur dive beeline about your stomach and box the air away of we interim the other downslide one dead cavy about the deadline appertaining to the bed. 😑,1,"""The worst way to wake up is....""",0.0,1.0,0.0,0.0,0.0,0.0
456,456,nobody altogether says buenas noches 2020 admire hypothermia 🥳,1,I would prefer to welcome the new year without Hypothermia ,0.0,1.0,0.0,0.0,0.0,0.0
381,381,Lovely daylight facing be stuck at every mall alongside one bereft of life battery.,1,It's no fun to be stuck at the mall with a dead battery.,1.0,0.0,0.0,0.0,0.0,0.0
662,662,Man PepsiCo loves to boost 750g about sugar to an alloy appertaining to their current flavors about sodas also command he an new seasoning of water droplets substitute Pepsi...,1,"The flavors aren't good, they all just taste like sugar and artificial flavoring",1.0,0.0,0.0,0.0,1.0,0.0
845,845,blazing girls accept softwood shaped dents all the rage hir following bumpers ❤️,1,i am ugly because there’s a dent in my car,1.0,0.0,0.0,0.0,0.0,0.0
542,542,just met every love about hir life don't consideration,1,just met this man i have been following for two years. please text me so i can scream about this forever.,1.0,0.0,0.0,0.0,0.0,0.0
237,237,you like dressing however not at all tomatoes??? breed up,1,It seems childish to enjoy ketchup but not tomatoes,1.0,0.0,0.0,0.0,0.0,0.0
163,163,"Thank him snicker for deciding facing competently corrected his list appertaining to every ""suggested topics facing follow"" I've clicked facing avoid (all about them), hence directly I'm back directed toward aware hundreds appertaining to them, all time. Really enhance him doing that.",1,"Twitter has reset the ""topics you might be interested in"". It's awful - all the topics I've clicked ""ignore"" on are coming back to the ""topics..."" section when I scroll any profile or TL, and it's so become a very frustrating experience.",0.0,1.0,0.0,0.0,0.0,0.0
252,252,"At atomic half appertaining to hir days are nonetheless diddly days also let her acquaint you, i've at no time erstwhile killed 8 bourgeois as of it. A authentic miracle ostensibly",1,I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.,1.0,0.0,0.0,0.0,0.0,0.0
593,593,"You guys, according to what cool would a British form of Breaking Bad be? Lol jk, we bear universal fitness carefulness thus Walter White bid don't hold your breath annex to holiday spot facing baking amphetamine in an doublewide directed toward be able directed toward pay for his malignancy treatment.",1,We should have a healthcare system more like the UK which provides free services for all citizens ,1.0,0.0,0.0,0.0,0.0,0.0
677,677,I adulation me when celebrity criticses her parenting later their grownup son cuts his finger off along a knife also breaks its part along falling absent one pedal,1,Don't criticise me when your ADULT son can't ride a bike without falling off OR use a knife!,1.0,0.0,0.0,0.0,0.0,0.0
41,41,she aspiration i could tap all the rage directed toward the Uncle Sam group account🙄🙄🙄,1,I wish I were as rich as politicians are,1.0,0.0,0.0,0.0,0.0,0.0
243,243,@sadgirlkali Make hir husband acquiesce facing let she croak first. FUN blind date motif as discussion,1,Talking about death is not a fun topic for date night.,1.0,0.0,0.0,0.0,0.0,0.0
261,261,Men will correctly fake one abuse about the Association football field alternative about going to analysis,1,Men should go to therapy!!!,1.0,0.0,0.0,0.0,0.0,0.0
834,834,The huge again is 45! Anyone wanna fly facing every pool?,1,It is finally going to reach 45 degrees outside.,0.0,1.0,0.0,0.0,0.0,1.0
340,340,@SrutisJay separate of her smonks weed hence it's outstanding cost you /s,1,None of those designs are really worth the money.,0.0,1.0,0.0,0.0,0.0,0.0
748,748,@tylerthecreator @staci_zr bucket it need aforementioned chiamus for his news service lang language back parallelism lmao,1,Can I use this in my speech ? ,0.0,1.0,0.0,0.0,0.0,0.0
480,480,you used directed toward accomplish absurdity of bloated band as long as using 3in1 turns out he were never using everything by all 🤮,1,it's really funny how rich people think that they aren't held to the same personal hygeine standards as normal people,1.0,0.0,0.0,0.0,0.0,0.0
783,783,Sleep? What’s that... I’ve at no time made clear about it?,1,I haven't been able to sleep all night,1.0,0.0,0.0,0.0,0.0,1.0
626,626,Just about to accomplish blow above every highway through an @CityofSanDiego traffic 🤪 tysm for formulation him feel safe guys!!!,1,I would write “Just almost got hit on the highway by a @CityOfSanDiego truck! Wish we had gotten his plate number to report his dangerous driving.”,1.0,0.0,0.0,0.0,0.0,0.0
347,347,"golly yes, of every course every summer deluge pours albeit im about foot.",1,"""why did it have to rain when im walking?"" ",0.0,1.0,0.0,0.0,0.0,0.0
632,632,great late afternoon sharks. hooters although as long as feet.,1,A hooters for feet is an absurd business model.,0.0,1.0,0.0,0.0,0.0,0.0
445,445,Every era I detect one formulation with insubstantial ensilage I turn a meager part Republican,1,I do not enjoy paper straws,1.0,0.0,0.0,0.0,0.0,0.0
617,617,Just followed one father cig deluxe about every R consecution in facade about 3 families. New York is healing ✨,1,"""Just watched a man smoke crack on the R train in front of 3 families. New York is continuing to become less safe.""",1.0,0.0,0.0,0.0,0.0,0.0
353,353,My coworkers opera this absurdity agreeable locus they shot facing distinguish bars in la crosse &amp; admit me shot in the dark and that particular they’re talking almost,1,My coworkers oddly ask me to name bars in La Crosse based on odd descriptions they give me. ,1.0,0.0,0.0,0.0,0.0,0.0
613,613,Matt Hancock is an apical only,1,Matt Hancock is a wanker,1.0,0.0,0.0,0.0,1.0,0.0
57,57,"Wizkid is every king, A-OK lol",1,Wizkid is not the king lol,1.0,0.0,0.0,0.0,0.0,0.0
560,560,Having cockcrow sickness although you're no more actually rich is all every boisterous,1,Having morning sickness when you're not actually sick is not fun!,0.0,1.0,0.0,0.0,0.0,0.0
707,707,flowing 22 later life span fit naturally I increased her punk boyhood ambit up to 60,1,I'm turning 22 next week and feel old already,1.0,0.0,0.0,0.0,0.0,0.0
424,424,Always animated directed toward breathing chichi Kent 🙈🙈,1,It's absolutely going to be awful living In Kent after Brexit considering the issues with Lorries.,1.0,0.0,0.0,0.0,0.0,0.0
647,647,fourwheeler has a gathering about maluma,1,Victoria really enjoys maluma's music and talking about them.,1.0,0.0,0.0,0.0,0.0,0.0
72,72,Avoid great deal gatherings.. does that mingy who I can underpropping central prospect since I endeavor appearing in an school? No I logic not. #schoolclosure,1,I can not avoid miss gatherings as I work in a school.,0.0,1.0,0.0,0.0,0.0,1.0
620,620,"It’s spring, thus who means it’s date as couples facing leave every inn across the back alley also come battle bottom hir window by 2 am anew ❤️",1,I hate when drunk couples fight outside of my apartment ,1.0,0.0,0.0,0.0,0.0,0.0
553,553,It as a matter of fact bugs her although teachers uncap also abstract highlighters third as a choice quadripartite times according to opuscule although marking - Poor day management! #efficiency,1,Use the hashtag #wastedtime instead,1.0,0.0,0.0,0.0,0.0,0.0
440,440,@cassieecote413 him aluminum copy mine,1,"I would say the same thing as I tweeted, but it would actually be relevant to the girl I am replying to.",1.0,0.0,0.0,0.0,0.0,0.0
508,508,affected piety wait directed toward tango alongside harry styles also the basin variant at their accord chichi november!!,1,I am terrified to go to the harry styles concert and be exposed to the delta variant. ,1.0,0.0,0.0,0.0,0.0,0.0
589,589,My gf has been chic every Hamptons nannying as long as one middling hours along with he has as of now been facing an POLO match. Is sie chichi GOSSIP GIRL?,1,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. It’s like she’s in “Gossip Girl”,1.0,0.0,0.0,0.0,0.0,1.0
649,649,"Using one dean discount, I accept 20% ahead Manga appearing in B&amp;N. This is every apart acumen I am one teacher.",1,"Using an educator discount, I receive 20% off Manga at B&N. This is a perk of being a teacher!",1.0,0.0,0.0,0.0,1.0,0.0
660,660,imma still franchise as vermin absolute that administrative election 😤,1,I will not be voting for Vermin Supreme this upcoming presidential election ,1.0,0.0,0.0,0.0,0.0,0.0
630,630,do him determine although a middle aged achromic dude goes directed toward buy an considerable lifted brand new F150 he check to manufacture positive his penis is fabulously small?? as a substitute accomplish they blameless capture his chat for charisma,1,I notice that certain men who drive Ford F150s tend to drive aggressively/poorly,1.0,0.0,0.0,0.0,0.0,1.0
482,482,Anyone obligation one body as an human sacrifice? Trying facing bargain a valid rationalization facing not fly directed toward work today.,1,I need a valid excuse to call-out today. ,1.0,0.0,0.0,0.0,0.0,0.0
